{'global': {'threads': 16, 'cuda': True, 'batch_size': 512, 'max_tokens': 20, 'visual_feature_size': 768, 'cosine_annealing_steps': 1, 'dexter': False, 'clap': True, 'palmtree': True, 'interval': 4, 'decoder_type': 'lord', 'no_combo': False}, 'COMBO': {'learning_rate': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'Dexter2Seq': {'patches': 16, 'dim_inter': 32}, 'Clap2Seq': {'patches': 16, 'dim_inter': 48}, 'PalmtreeSeq': {'size': 50, 'emb_size': 128}, 'CoCa': {'unimodal_depth': 6, 'multimodal_depth': 6, 'dim_head': 24, 'head': 32, 'feedforward_factor': 4, 'dropout': 0, 'final_mlp_depth': 1, 'caption_loss_weight': 1.0, 'contrastive_loss_weight': 1.0, 'num_img_queries': 63}}, 'LORD': {'learning_rate_combo': 1e-05, 'learning_rate_lord': 5e-05, 'epochs': 80, 'max_grad_norm': 1, 'weight_decay': 0.01, 'warmup_percent': 1.0, 'LORD': {'depth': 12, 'head': 32, 'feedforward_factor': 4, 'dropout': 0.1, 'final_mlp_depth': 1, 'loss_type': 'smooth'}}}
<shared-project-root>/baselines/blens/inferenceCOMBO.py:37: FutureWarning: You are using `torch.load` with `weights_only=False` (the current default value), which uses the default pickle module implicitly. It is possible to construct malicious pickle data which will execute arbitrary code during unpickling (See https://github.com/pytorch/pytorch/blob/main/SECURITY.md#untrusted-models for more details). In a future release, the default value for `weights_only` will be flipped to `True`. This limits the functions that could be executed during unpickling. Arbitrary objects will no longer be allowed to be loaded via this mode unless they are explicitly allowlisted by the user via `torch.serialization.add_safe_globals`. We recommend you start setting `weights_only=True` for any use case where you don't have full control of the loaded file. Please open an issue on GitHub for any issues related to this experimental feature.
  combo.load_state_dict(torch.load(os.path.join(directoryXP, f"COMBO-Function-0")))
target: ngx_http_finalize_request
output: zn_5_color_2_event
target: ngx_http_handler
output: ngx_http_handler
target: ngx_http_initialise_pa_rams
output: ngx_http_initialise_pa_rams
target: ngx_http_merge_location_configuration
output: ngx_http_merge_location_configuration
target: ngx_http_pass
output: ngx_http_index_set_index
target: ngx_http_process_header
output: ngx_http_proxy_handler
target: ngx_http_process_status_line
output: ngx_http_option_get_uid_id_filter
target: ngx_http_re_initialise_request
output: ngx_http_upstream_ip_hash
target: ngx_http_store
output: ngx_http_fast_store
target: ngx_http_valid
output: fd_coff_read_internal_re_location
target: ngx_http_validate_host
output: ngx_http_validate_host
target: ngx_http_variable_argument
output: sq_lite_3_timestamp_3_get_variable_integer_32
target: ngx_http_variable_binary_remote_address
output: sq_lite_3_timestamp_3_get_variable_integer_32
target: ngx_http_variable_body_bytes
output: ngx_http_variable_body_bytes
target: ngx_http_variable_bytes
output: ngx_http_variable_request_length
target: ngx_http_variable_connection
output: ngx_http_variable_request_length
target: ngx_http_variable_connection
output: ngx_http_variable_request_length
target: ngx_http_variable_content_length
output: ngx_http_variable_content_length
target: ngx_http_variable_cookie
output: bits_et
target: ngx_http_variable
output: option_so_socket
target: ngx_http_variable_root
output: ngx_http_variable_root
target: ngx_http_variable_header
output: curl
target: ngx_http_variable_headers
output: sq_lite_3_database_addition_op_2
target: ngx_http_variable_headers_internal
output: ngx_http_upstream_process
target: ngx_http_variable_host
output: archive_entry_set
target: ngx_http_variable_host_name
output: extract_label_information
target: ngx_http_variable_http
output: bb_to
target: ngx_http_variable_is_argument
output: is_in_table
target: ngx_http_variable_ec
output: ngx_http_variable_ec
target: ngx_http_variable_version
output: fd_set_file_flags
target: ngx_http_variable_pid
output: ngx_http_variable_pid
target: ngx_http_variable_pipe
output: fd_set_cache_able
target: ngx_http_variable_proxy_address
output: lua_clear_cache
target: ngx_http_variable_proxy
output: ngx_http_variable_proxy
target: ngx_http_variable_real_path_root
output: ngx_http_variable_real_path_root
target: ngx_http_variable_remote_address
output: curl_initialise
target: ngx_http_variable_remote
output: ngx_http_variable_remote
target: ngx_http_variable_remote_user
output: ngx_http_log_un_variable_get_length
target: ngx_http_variable_request
output: read
target: ngx_http_variable_request_body
output: ngx_http_variable_request_body
target: ngx_http_variable_request_body_file
output: archive_entry_attribute_count
target: ngx_http_variable_request_completion
output: curl_initialise
target: ngx_http_variable_request_file_name
output: ngx_http_variable_request_file_name
target: ngx_http_variable_request_get_size
output: ngx_http_variable_request_get_size
target: ngx_http_variable_request_id
output: ngx_http_variable_request_id
target: ngx_http_variable_request_length
output: ngx_http_variable_request_length
target: ngx_http_variable_request_line
output: next_character
target: ngx_http_variable_request_method
output: archive_entry_attribute_count
target: ngx_http_variable_request_time
output: ngx_http_variable_connection_time
target: ngx_http_variable
output: fd_set_file_flags
target: ngx_http_variable_connection
output: lua_hash_tr
target: ngx_http_variable_content_length
output: ngx_http_variable_content_length
target: ngx_http_variable_content_type
output: curl
target: ngx_http_variable_keep
output: ngx_http_variable_keep
target: ngx_http_variable_last
output: ngx_http_variable_last
target: ngx_http_variable_location
output: ngx_http_geo_value
target: ngx_http_variable_transfer_encoding
output: curl_connection_cf_is_ssl
target: ngx_http_variable_server_address
output: ngx_http_variable_server_address
target: ngx_http_variable_server_name
output: ctf_type_is_child
target: ngx_http_variable_server
output: ngx_http_variable_remote
target: ngx_http_variable_set_argument
output: sq_lite_3_tree_max_record_size
target: ngx_http_variable_set_limit
output: ngx_http_variable_set_limit
target: ngx_http_variable_status
output: ngx_http_variable_status
target: ngx_http_variable_information
output: ngx_http_variable_information
target: ngx_http_variable_time_iso
output: ngx_http_upstream_output_filter
target: ngx_http_variable_time_local
output: ngx_http_variable_time_local
target: ngx_http_variable_unknown_header
output: find_symbol_for_address
target: ngx_http_variable_unknown_header_in
output: 
target: ngx_http_variable_unknown_header_out
output: map_read
target: ngx_http_variable_unknown_out
output: uid_decoder
target: ngx_http_addition_core_vars
output: ngx_http_upstream_cache_send
target: ngx_http_initialise_vars
output: ngx_http_proxy_create_request
target: ngx_http_wait_request_handler
output: ngx_http_wait_request_handler
target: ngx_http
output: ngx_http_close_request
target: ngx_http_write_filter
output: ngx_http_range_body_filter
target: ngx_http_write_filter_initialise
output: sq_lite_3_os_end
target: ngx_http_write_request_body
output: ngx_http_proxy_process_status_line
target: ngx_http
output: ngx_http_upstream_process_non_request
target: ngx_inet_6_address
output: get_bits
target: ngx_inet_6_to
output: 
target: ngx_inet_addition_address
output: ngx_http_rewrite_handler
target: ngx_inet_address
output: time_spec_compare
target: ngx_inet_get
output: symbol_is_function
target: ngx_inet_to
output: gr_ec_line_grow_character_un_escape_last
target: ngx_inet_resolve_host
output: ctf_index_time
target: ngx_inet_set
output: symbol_code_set
target: ngx_inet
output: is_merge_able_note_section
target: ngx_initialise_cycle
output: load_symbols
target: ngx_initialise
output: fd_elf_size_group_sections
target: ngx_initialise_set_process
output: bc_number_one
target: ngx_initialise_signals
output: remove_utmp
target: ngx_crypt
output: options_get_only
target: ngx_time
output: curl_easy_set_option_error_write_callback
target: ngx_local_time
output: curl_easy_set_option_error_write_callback
target: ngx_lin_ux_send_file_chain
output: make_list
target: ngx_list_create
output: gl_linked_nx_create
target: ngx_list_push
output: archive_string_copy
target: ngx_load_module
output: ngx_load_module
target: ngx_local_time
output: sym_name_in_debug_hook
target: ngx_lock_fd
output: curl_easy_get_information_error_curl_tls_sess_io_information
target: ngx_log_abort
output: integer
target: ngx_log_error
output: bb_wc
target: ngx_log_error_core
output: terminal_term_64_incr_number_list
target: ngx_log_get_file_log
output: re_location_at
target: ngx_log_initialise
output: file
target: ngx_log_insert
output: ngx_log_insert
target: ngx_log_open_default
output: ngx_http_user_id_addition
target: ngx_log_standard_error
output: fd_elf_discard_section_eh_frame_hdr
target: ngx_log_set_log
output: ngx_http_echo
target: ngx_log_standard_error
output: integer
target: ngx_process_cycle
output: lz_4_io
target: ngx_process_exit
output: ngx_process_exit
target: ngx_md_5_body
output: ngx_md_5_body
target: ngx_md_5_final
output: time_to_chars
target: ngx_md_5_initialise
output: sha_1_initialise_context
target: ngx_md_5_update
output: md_5_process_bytes
target: ngx
output: onig_lookup
target: ngx_memory_2_compare
output: gl_scratch_buffer_set_array_size
target: ngx_hash_2
output: to_utf_8
target: ngx_next_temp_number
output: terminal
target: ngx_next_time
output: shell_to_string
target: ngx_non
output: sq_lite_3_memory_used
target: ngx_open_and_status_file
output: ngx_open_and_status_file
target: ngx_open_cached_file
output: ngx_http_initialise_main_configuration
target: ngx_open_directory
output: ngx_http_variable_time_local
target: ngx_open_file_addition_event
output: 
target: ngx_open_file_cache_cleanup
output: ngx_open_file_cache_cleanup
target: ngx_open_file_cache_initialise
output: gl_linked_nx_create_empty
target: ngx_open_file_cache_tree_insert_value
output: ngx_resolver_tree_insert_value
target: ngx_open_file_cache_remove
output: ngx_open_file_cache_remove
target: ngx_open_file_cleanup
output: ngx_open_file_cleanup
target: ngx_open_file_delete_event
output: ngx_open_file_delete_event
target: ngx_open_file
output: ngx_open_file
target: ngx_open_glob
output: fd_elf_set_obj_attribute_contents
target: ngx_open
output: bc_divide_mod
target: ngx_open_temp_file
output: sq_lite_3_open_16
target: ngx_open_at_file
output: ngx_open_at_file
target: ngx_os_initialise
output: parse_configuration
target: ngx_os_signal_process
output: word_split_quote_character
target: ngx_os_initialise
output: read_byte
target: ngx_os_status
output: debug_get_field_type
target: ngx_os_status
output: debug_get_parameter
target: ngx_output_chain
output: fd_generic_link_output_symbols
target: ngx_output_chain_to_io_ec
output: fd_elf_string_tab_restore
target: ngx_alloc
output: memory_to_destination
target: ngx_alloc_block
output: ngx_alloc_block
target: ngx_alloc
output: ngx_alloc
target: ngx_parse_address
output: ctf_dyn_hash_next
target: ngx_parse_address
output: ngx_http_file_cache_file
target: ngx_parse_http_time
output: do_un_define
target: ngx_parse_offset
output: set_string_utf_16
target: ngx_parse_size
output: get_number_base
target: ngx_parse_time
output: get_type_signed
target: ngx_parse_url
output: move_section_contents
target: ngx_pass_open
output: move_mapping
target: ngx_pc_alloc
output: fd_alloc
target: ngx_free
output: find_item
target: ngx
output: ctf_lookup_by_id
target: ngx_alloc
output: gl_array_nx_addition_at
target: ngx_cleanup_addition
output: gl_tree_nx_addition
target: ngx_cleanup_file
output: ngx_poll_done
target: ngx_delete_file
output: ngx_poll_done
target: ngx_run_cleanup_file
output: server_acl_user_write
target: ngx_pre_initialise
output: archive_64_end_in_function
target: ngx_process_and
output: process_field
target: ngx_proxy_read
output: header
target: ngx_proxy_read_address
output: move_section_contents
target: ngx_proxy_write
output: lua_grow_auxiliary
target: ngx_string_duplicate
output: 15_lookup_variable_pkc
target: ngx_to
output: sq_lite_3_table_name
target: ngx_queue
output: hash_get_entries
target: ngx_queue_sort
output: string_remove
target: ngx_128_tree_delete
output: archive_read_register_format
target: ngx_128_tree_find
output: curl
target: ngx_128_tree_insert
output: fd_coff_gc_mark
target: ngx_32_tree_delete
output: win_link_find_by_window
target: ngx_32_tree_find
output: fd_elf_get_section_from_dynamic_symbol
target: ngx_32_tree_insert
output: archive_find_format_options_child
target: ngx_alloc
output: sq_lite_3_window_chain
target: ngx_tree_create
output: gl_tree_nx_addition
target: ngx_tree_delete
output: ngx_http_auto_index_merge_location_configuration
target: ngx_tree_insert
output: addition_lite
target: ngx_tree_insert_timer_value
output: ring_empty_count
target: ngx_tree_insert_value
output: zn_5_input_2_event
target: ngx_tree_next
output: hash_get_entries
target: ngx_read
output: jvp_array_new
target: ngx_read
output: curl_easy_set_option_error_string
target: ngx_read_directory
output: ngx_http_variable_malloc
target: ngx_read_file
output: ngx_http
target: ngx_read_glob
output: word_split_get
target: ngx_read_chain
output: 
target: ngx_files
output: free_page_2
target: ngx_reset
output: 
target: ngx_resolve_address
output: archive_filter_encode_open
target: ngx_resolve_address_done
output: fd_elf_gc_mark
target: ngx_resolve_name
output: ngx_http_close_handler
target: ngx_resolve_name_done
output: word_split_finish
target: ngx_resolve_name
output: ngx_http_file_cache
target: ngx_resolve_start
output: fd_elf_link_addition_version
target: ngx_resolver_alloc
output: ctf_sort
target: ngx_resolver
output: sq_lite_3_database_malloc_zero
target: ngx_resolver_cleanup
output: ngx_resolver_cleanup
target: ngx_resolver_cleanup_tree
output: ngx_resolver_cleanup_tree
target: ngx_resolver_compare_server
output: ip_file
target: ngx_resolver_copy
output: ngx_http_upstream_is
target: ngx_resolver_create
output: ngx_http_fast_body_output_filter
target: ngx_resolver_duplicate
output: sq_lite_3_database_string_duplicate
target: ngx_resolver
output: ngx_http_file_cache_lookup
target: ngx_resolver
output: ngx_resolver
target: ngx_resolver_free_node
output: ngx_resolver_free_node
target: ngx_resolver_log_error
output: ngx_http_log_error
target: ngx_resolver_lookup_address_6
output: ngx_http_file_cache_lookup
target: ngx_resolver_lookup_name
output: ngx_http_file_cache_lookup
target: ngx_resolver_lookup_server
output: ngx_http_file_cache_lookup
target: ngx_resolver_process
output: process_cu_index
target: ngx_resolver_tree_insert_address_6_value
output: ngx_resolver_tree_insert_address_6_value
target: ngx_resolver_tree_insert_value
output: ngx_resolver_tree_insert_value
target: ngx_resolver
output: ngx_http_get_variable
target: ngx_resolver_empty
output: get
target: ngx_resolver_handler
output: ngx_resolver_handler
target: ngx_resolver_resolve_server_names
output: ngx_resolver_resolve_server_names
target: ngx_resolver_send_query
output: curl_easy_set_option_error_resolver_start_callback
target: ngx_resolver_send_query
output: free_4
target: ngx_resolver_send_query
output: sq_lite_3_expression_and
target: ngx_resolver_set
output: ngx_http_proxy_create_request
target: ngx_resolver_server_names_handler
output: ngx_resolver_server_names_handler
target: ngx_resolver_string_error
output: addition_1_buffer
target: ngx_resolver_read
output: ngx_resolver_read
target: ngx_resolver_write
output: ngx_resolver_write
target: ngx_resolver_handler
output: ngx_http_limit_connection_cleanup
target: ngx_resolver_read
output: at
target: ngx_connection
output: ngx_http_gz_ip_filter_get_buffer
target: ngx_string_case_compare
output: lua
target: ngx_compare
output: xml_utf_8_string_position
target: ngx_lock
output: value
target: ngx_lock_lock
output: host_name_check_group
target: ngx_lock_unlock
output: remove
target: ngx_lock_lock
output: fd_get_next_section_by_name
target: ngx_send_low_at
output: curl_connection_cache_addition_connection
target: ngx_set_cpu
output: ngx_set_cpu
target: ngx_set_env
output: ngx_http_variable_information
target: ngx_set_environment
output: ngx_http_proxy_filter
target: ngx_set_file_time
output: is
target: ngx_set
output: archive_write_database_request
target: ngx_set
output: is_assignment
target: ngx_set_timer
output: ngx_http_upstream_ip_hash
target: ngx_set_user
output: builtin_initialise
target: ngx_set_worker
output: fd_elf_string_tab_size
target: ngx_set
output: print_time
target: ngx_set_process
output: rush_ec_length
target: ngx_sha_1_body
output: ngx_md_5_body
target: ngx_sha_1_final
output: time_to_chars
target: ngx_sha_1_initialise
output: sha_1_initialise_context
target: ngx_sha_1_update
output: md_5_process_bytes
target: ngx_memory_addition
output: ngx_http_upstream_process
target: ngx_alloc
output: ngx_poll_initialise
target: ngx_free
output: ngx_http_file_cache_delete_file
target: ngx_create
output: curl_ssl_get
target: ngx_destroy
output: fd_elf_string_tab_delete_ref
target: ngx_unlock
output: free
target: ngx_lock
output: integer_remove
target: ngx_try_lock
output: get_index_for_type
target: ngx_unlock
output: action_sort_by_memory
target: ngx
output: ngx
target: ngx_timer_handler
output: ngx_event_pipe
target: ngx_signal_handler
output: lzma_block_header_size
target: ngx_signal_process
output: convert
target: ngx_signal_worker
output: bb_mb
target: ngx_single_process_cycle
output: archive_read_disk_open
target: ngx_alloc
output: memory_duplicate
target: ngx_alloc
output: bi_et_not
target: ngx_alloc
output: ngx_http_fast_cache_key
target: ngx
output: memory_duplicate
target: ngx
output: fd_alloc
target: ngx_error
output: ngx_http_log_request_time
target: ngx_free
output: print_script
target: ngx_free
output: ngx_http_log_variable_compile_name
target: ngx_free
output: ngx_free
target: ngx_initialise
output: end
target: ngx_sizes_initialise
output: alloc_data
target: ngx_print
output: gr_ec_sprint
target: ngx_print
output: gr_ec_sprint
target: ngx_sock_to
output: code_compare
target: ngx_sort
output: ngx_http_file_cache_file
target: ngx_process
output: get_section_word
target: ngx_lock
output: buffer_map
target: ngx_sprint
output: get_option_32
target: ngx_sprint_number
output: lz_4_decompress_fast
target: ngx_start_cache
output: timestamp_3_seg_reader_first_entry
target: ngx_start_worker
output: print_field
target: ngx_string_tree_insert_value
output: ngx_http_file_cache_header
target: ngx_string_tree_lookup
output: ngx_http_file_cache_file
target: ngx_string_case_compare
output: compute_device
target: ngx_string
output: dl_ang_back_ref
target: ngx_string_error
output: jv_array
target: ngx_string_error_initialise
output: string_is
target: ngx_string_case_string
output: ngx_http_file_cache_lookup
target: ngx_string_low
output: curl
target: ngx_string_case_compare
output: decode_nla_hardware_address
target: ngx_string_length
output: 
target: ngx_string_string
output: curl_argument_name
target: ngx_string_string
output: function_name
target: ngx_addition_header
output: print_symbol_type
target: ngx_cleanup
output: lua_inc
target: ngx_process_configuration
output: file
target: ngx_send
output: ngx_poll_test_dh_up
target: ngx
output: screen_write_puts
target: ngx_no
output: ngx_poll_initialise
target: ngx_no_push
output: option
target: ngx_push
output: option
target: ngx_time_initialise
output: re
target: ngx_time_signal_safe_update
output: parse_file_mode
target: ngx_time_update
output: parse_list
target: ngx_timer_signal_handler
output: set
target: ngx_update
output: initialise
target: ngx_try_lock_mutex
output: fd_cache_close_all
target: ngx_try_lock_fd
output: curl_easy_get_information_error_curl_tls_sess_io_information
target: ngx_tree_insert_value
output: ngx_http_limit_request
target: ngx_ec
output: curl_ssl_filter_remove
target: ngx_unix_ec
output: safe_write
target: ngx_unix_send
output: ctf_addition
target: ngx_unix_send_message_chain
output: ngx_http_upstream_process_cache_control
target: ngx_un_escape
output: parse
target: ngx_unix_ec
output: get_number
target: ngx_unix_send
output: gl_linked_sorted_list_index_of_from_to
target: ngx_module
output: ngx_module
target: ngx_unlock_fd
output: curl_easy_get_information_error_curl_tls_sess_io_information
target: ngx_utf_8_copy_string
output: xml_debug_dump_attribute_list
target: ngx_utf_8_decode
output: utf_8_to_uni_code
target: ngx_utf_8_length
output: get
target: ngx_print
output: print_parse
target: ngx_tree
output: fd_elf_slurp_re_location_section
target: ngx_worker_process_cycle
output: process_program_headers
target: ngx_worker_process_exit
output: ngx_worker_process_exit
target: ngx_worker_process_initialise
output: ngx_worker_process_initialise
target: ngx_write_chain_to_file
output: ctf_lookup_by_name_internal
target: ngx_write_chain_to_temp_file
output: fd_elf_link_hash_hide_symbol
target: ngx_write
output: malloc_read_with_buffer
target: ngx_write_file
output: read_line_buffer
target: ngx_write_standard_error
output: write_string
target: ngx_write_standard_out
output: tz_alloc
target: ngx_write
output: fd_elf_32_write_and_ehdr
target: ngx_write_chain
output: curl_get_date
target: register_tm_clones
output: dh_cp_io_character_close
target: do_global_auxiliary
output: do_global_auxiliary
target: dl_relocate_static
output: zn_5_color_2_event
target: finalise
output: curl_easy_set_option_error_debug_callback
target: initialise
output: ar_multiply_usage
target: start
output: start
target: de_register_tm_clones
output: de_register_tm_clones
target: main
output: get_current_directory
target: ngx_log_error
output: message
target: ngx_addition_event
output: ngx_http_upstream_rewrite_location
target: ngx_addition_module
output: ngx_http_upstream_initialise_request
target: ngx_addition_path
output: ngx_http_proxy_initialise_headers
target: ngx_alloc
output: open
target: ngx_alloc_chain_link
output: curl_connection_cf_insert_after
target: ngx_array_create
output: gl_linked_nx_create
target: ngx_array_destroy
output: yy_get_state
target: ngx_array_push
output: gl_linked_remove_at
target: ngx_array_push
output: bits_et_set
target: ngx_at
output: buffer
target: ngx_at
output: 
target: ngx
output: sq_lite_3_memory_used
target: ngx_cache_process_handler
output: ngx_cache_process_handler
target: ngx_cache_process_cycle
output: ngx_cache_process_cycle
target: ngx_cache_process_handler
output: ngx_cache_process_handler
target: ngx
output: fd_generic_link_hash_table_create
target: ngx_chain_addition_copy
output: transfer_entries
target: ngx_chain_file
output: write_entry
target: ngx_chain_get_free_buffer
output: ngx_http_charset_get_buffer
target: ngx_chain_update
output: hash_tab_next
target: ngx_chain_update
output: lua_value
target: ngx_chain
output: ngx_http_body_filter
target: ngx_handler
output: ngx_handler
target: ngx_match
output: where_loop_find
target: ngx_clean_old
output: ngx_clean_old
target: ngx_cleanup_environment
output: server_client_clear
target: ngx_clone
output: curl_http_request_make
target: ngx_close_connection
output: ngx_close_connection
target: ngx_close_cached_file
output: ngx_close_cached_file
target: ngx_close
output: ngx_poll_done
target: ngx_close_connection
output: json_each_cursor_reset
target: ngx_close_file_mapping
output: ngx_close_connection
target: ngx_close_glob
output: process_flush_peer
target: ngx_close
output: sq_lite_3_cache_release
target: ngx_close
output: restore_parent_fd
target: ngx_compare_sock_address
output: fd_per_byte
target: ngx_configuration_check_number
output: ngx_http_upstream_process_cache_control
target: ngx_configuration
output: system_rt_signal_queue_information
target: ngx_configuration_flush_files
output: ngx_configuration_flush_files
target: ngx_configuration_full_name
output: fd_elf_rel_local_sym
target: ngx_configuration_include
output: ngx_http_fast_pass
target: ngx_configuration_log_error
output: bits_et_and_compare
target: ngx_configuration_merge_path_value
output: print
target: ngx_configuration_open_file
output: ngx_http_fast_split
target: ngx_configuration_para
output: 
target: ngx_configuration_parse
output: ngx_http_fast_process_header
target: ngx_configuration_set_access_slot
output: fd_elf_get_symbol_version_string
target: ngx_configuration_set_bit_mask_slot
output: ngx_http_get_variable
target: ngx_configuration_set_buffer_slot
output: is_function_component_type
target: ngx_configuration_set_number_slot
output: fd_elf_link_hide_symbol
target: ngx_configuration_set_flag_slot
output: fd_elf_64_core_file_matches_executable
target: ngx_configuration_set_key_value_slot
output: gl_linked_nx_addition_after
target: ngx_configuration_set_ec_slot
output: fd_elf_link_hash_copy_indirect
target: ngx_configuration_set_number_slot
output: fd_elf_link_hide_symbol
target: ngx_configuration_set_off_slot
output: fd_elf_link_hash_copy_indirect
target: ngx_configuration_set_path_slot
output: 
target: ngx_configuration_set_ec_slot
output: fd_elf_link_hide_symbol
target: ngx_configuration_set_size_slot
output: fd_elf_link_hash_copy_indirect
target: ngx_configuration_set_string_array_slot
output: ctf_addition_type
target: ngx_configuration_set_string_slot
output: fd_elf_link_hide_symbol
target: ngx_configuration_split_block
output: ngx_configuration_split_block
target: ngx
output: sq_lite_3_expression_code_temp
target: ngx_connection_error
output: mode
target: ngx_connection_local_sock_address
output: lua_call_order_tm
target: ngx_copy_file
output: ngx_open_and_status_file
target: ngx_core_module_create_configuration
output: ngx_core_module_create_configuration
target: ngx_core_module_initialise_configuration
output: ngx_core_module_initialise_configuration
target: ngx_count
output: gl_tree_remove_node_no_free
target: ngx_cpu_information
output: read_line_buffer_delimiter
target: ngx_copy_string
output: copy_name
target: ngx_crc_32_table_initialise
output: ngx_http
target: ngx_create_chain_of_buffer
output: ngx_http_list_file_cache_lookup
target: ngx_create_file_mapping
output: ngx_poll_done
target: ngx_create_full_path
output: string_hash
target: ngx_create_file_name
output: 
target: ngx_create
output: sq_lite_3_load
target: ngx_create_path
output: ngx_http_variable_request_id
target: ngx_create
output: ngx_wait_column
target: ngx_create_pid_file
output: curl_addition_time
target: ngx_create_pid_file
output: ngx_create_pid_file
target: ngx_create
output: curl_list_append_no_duplicate
target: ngx_create_temp_buffer
output: ngx_http_log_create_main_configuration
target: ngx_create_temp_file
output: fd_pex_64_swap_sym_in
target: ngx_crypt
output: dl_ang_name
target: ngx_cycle
output: ngx_http_upstream_initialise_random_peer
target: ngx
output: read
target: ngx_debug_point
output: elf_86_64_re_location_type_class
target: ngx_debug_point
output: quote_argument_custom_memory
target: ngx_decode_base_64
output: information_node_of_tag_fast
target: ngx_decode_base_64_internal
output: ngx_decode_base_64_internal
target: ngx_decode_base_64_url
output: information_node_of_tag_fast
target: ngx_delete_pid_file
output: timestamp_3_evaluate_position_list
target: ngx_delete_connection
output: string_remove
target: ngx_destroy
output: variable_cleanup
target: ngx_io_off
output: ioctl
target: ngx_io_on
output: os_is_set_uid
target: ngx
output: ngx
target: ngx_dl_error
output: ctf_string_ptr
target: ngx_string_compare
output: find
target: ngx
output: lua_read
target: ngx_encode_base_64
output: action_update
target: ngx_encode_base_64_internal
output: ngx_encode_base_64_internal
target: ngx_encode_base_64_url
output: curl_easy_set_option_error_write_callback
target: ngx_poll_addition_connection
output: ngx_poll_addition_connection
target: ngx_poll_addition_event
output: ngx_poll_addition_event
target: ngx_poll_create_configuration
output: ngx_http_variable_new
target: ngx_poll_delete_connection
output: ngx_poll_delete_connection
target: ngx_poll_delete_event
output: ngx_poll_delete_event
target: ngx_poll_done
output: ngx_poll_done
target: ngx_poll_initialise
output: ngx_poll_initialise
target: ngx_poll_initialise_configuration
output: curl
target: ngx_poll
output: ngx_poll
target: ngx_poll_handler
output: ngx_poll_handler
target: ngx_poll_process
output: ngx_poll_process
target: ngx_error_log
output: string_2_exponential_mode
target: ngx_escape_html
output: xml_validate_token
target: ngx_escape_json
output: xml_path_string_function
target: ngx_escape
output: xml_path_is
target: ngx_event
output: symbols_ec_object
target: ngx_event_connect_peer
output: addition_back_quote
target: ngx_event
output: fd_elf_32_core_file_matches_executable
target: ngx_event_core_create_configuration
output: ngx_http_proxy_create_location_configuration
target: ngx_event_core_initialise_configuration
output: ngx_event_core_initialise_configuration
target: ngx_event_debug_connection
output: rush_utmp_unlock_all
target: ngx_event
output: at_exit_cleanup
target: ngx_event_find_timer
output: ch_length
target: ngx_event_get_peer
output: curl_rc_initialise
target: ngx_event_initialise_configuration
output: ngx_event_initialise_configuration
target: ngx_event_module_initialise
output: ngx_event_module_initialise
target: ngx_event_move_next
output: addition_temp_directory
target: ngx_event_no_left
output: ch_end_buffer_seek
target: ngx_event_pipe
output: ngx_http_range_body_filter
target: ngx_event_pipe_addition_free_buffer
output: ngx_http_fast_addition_variable
target: ngx_event_pipe_copy_input_filter
output: ngx_http_proxy_copy_filter
target: ngx_event_pipe
output: ngx_event_pipe
target: ngx_event_pipe_write_chain_to_temp_file
output: ngx_event_pipe_write_chain_to_temp_file
target: ngx_event_process_initialise
output: ngx_event_process_initialise
target: ngx_event_process
output: lua_finish_set
target: ngx_event_ec_message
output: format_value
target: ngx_event_timer_initialise
output: gr_ec_gr_ec_initialise_global
target: ngx_event_use
output: fd_elf_link_output_re_location
target: ngx_block
output: ngx_block
target: ngx_exec_new_binary
output: ctf_number_name
target: ngx_execute
output: ctf_create
target: ngx_execute_process
output: ngx_execute_process
target: ngx_old_cached_files
output: ngx_old_cached_files
target: ngx_memory_zero
output: gr_ec_list_remove
target: ngx_extend_rename_file
output: ngx_http_upstream_process_upstream
target: ngx_file_information
output: ngx_file_information
target: ngx_file_name_compare
output: png_get
target: ngx_free_connection
output: zn_13_node_2_ep_8_character_information_5_font_5_color_5_6_units
target: ngx_fs_size
output: sq_lite_3_utf_16_to_8
target: ngx_get_connection
output: ngx_resolver_send_query
target: ngx_get_cpu
output: ngx_http_upstream_process
target: ngx_get_full_name
output: dump_directory_next
target: ngx_time
output: format_linen
target: ngx_handle_read_event
output: set_escape_character
target: ngx_handle_write_event
output: path_prefix
target: ngx_hash_addition_key
output: get_next_word
target: ngx_hash_find
output: curl_connection_cf_discard_subtract
target: ngx_hash_find
output: xml_set
target: ngx_hash_find_wc_head
output: hash_get_next
target: ngx_hash_find_wc
output: curl_string_error
target: ngx_hash_initialise
output: bits_et_op_3_compare
target: ngx_hash_key
output: hash
target: ngx_hash_key
output: hash_string
target: ngx_hash_keys_array_initialise
output: malloc_size
target: ngx_hash_string_low
output: fd_re_location_offset_in_range
target: ngx_hash_initialise
output: ngx_http_proxy_initialise_headers
target: ngx_hex_dump
output: memory_case_compare
target: ngx_extend
output: sprint_time_ns_ec
target: ngx_http_access_create_location_configuration
output: archive_entry_ti_ns_ec
target: ngx_http_access_handler
output: ngx_http_access_handler
target: ngx_http_access_initialise
output: ngx_http_rewrite_initialise
target: ngx_http_access_merge_location_configuration
output: argument_next
